name,gender,date_birth,country,occupation
Larry Young,male,1993-02-21,United States,filmmaker
Elizabeth Brandt,female,1959-08-28,United States,actor
Adam Smith,male,1960-10-28,United States,visual effects artist
Erin Singleton,female,1966-05-04,United States,make-up effects artist
Martin Lee,male,1960-09-14,United States,costume designer
Lori Wood,female,1963-12-20,United States,production designer
Benjamin Morgan,male,1966-01-06,United States,visual effects artist
Alexa Cox,female,1973-07-13,United States,filmmaker
Joel Gomez,male,1994-09-15,United States,actor
Cynthia Chapman,female,1971-03-21,United States,director
Brian Mccall,male,1972-01-08,United States,filmmaker
Ashley Ballard,female,1973-08-29,United States,costume designer
Eric Baldwin,male,1960-05-18,United States,director
Jennifer Gonzalez,female,1990-05-30,United States,production designer
Scott Diaz,male,1994-07-15,United States,sound engineer
Michelle Williamson,female,1968-07-26,United States,visual effects artist
Gary Ramos,male,1960-10-07,United States,director
Katrina Hill,female,1978-02-09,United States,production designer
Daniel Crawford,male,1984-08-04,United States,filmmaker
Tracey Wright,female,1979-12-15,United States,actor
Carl Randall,male,1978-11-15,United States,actor
Jessica Silva,female,1992-03-20,United States,costume designer
Timothy Williams,male,1989-03-08,United States,filmmaker
Emily Smith,female,1974-01-06,United States,actor
Evan Sanchez,male,1973-08-12,United States,visual effects artist
Laura Flores,female,1990-07-24,United States,filmmaker
Jeffrey Dickerson,male,1986-12-05,United States,director
Katherine Reyes,female,1959-10-21,United States,filmmaker
Brad Lambert,male,1978-12-25,United States,director
Amanda Thomas MD,female,1995-05-27,United States,visual effects artist
Michael Warren,male,1983-03-19,United States,filmmaker
Jessica Huang,female,1977-10-24,United States,production designer
Ryan Woods,male,1956-08-17,United States,director
Kimberly Maynard,female,1986-08-01,United States,costume designer
Kenneth Mccarty,male,1977-07-09,United States,sound engineer
Christine Yang,female,1979-02-07,United States,sound engineer
Anthony Cannon,male,1959-04-12,United States,make-up effects artist
Linda Romero,female,1967-12-22,United States,filmmaker
Adam Newman,male,1982-09-06,United States,make-up effects artist
Rachel Martin,female,1976-02-07,United States,sound engineer
Michael Bartlett,male,1982-04-15,United States,production designer
Jackie Gonzalez,female,1970-08-08,United States,sound engineer
David Pugh,male,1969-08-29,United States,production designer
Charlene Kennedy,female,1977-07-09,United States,visual effects artist
Roger Johnson,male,1974-03-09,United States,screenwriter
Rebecca Brown,female,1994-08-08,United States,actor
Robert Bailey,male,1962-08-18,United States,actor
Erin Murillo,female,1992-01-16,United States,production designer
Barry Tate,male,1960-08-29,United States,screenwriter
Jennifer White,female,1981-10-14,United States,screenwriter
Stephen Thomas,male,1988-09-19,United States,make-up effects artist
Elizabeth Smith,female,1970-08-18,United States,production designer
Donald Holloway,male,1960-02-07,United States,actor
Valerie Ramos,female,1987-03-14,United States,visual effects artist
Arthur Clarke,male,1990-12-17,United States,screenwriter
Robin Rodriguez,female,1987-06-19,United States,visual effects artist
Preston Brown,male,1984-10-22,United States,sound engineer
Ashley Boyd,female,1993-08-22,United States,filmmaker
Joshua Mckee,male,1993-01-27,United States,actor
Jaime Mitchell,female,1972-08-25,United States,filmmaker
Jeffrey Carroll,male,1980-11-23,United States,filmmaker
Laura Bates,female,1964-05-18,United States,production designer
Kevin Herring,male,1966-11-04,United States,visual effects artist
Mary Robinson,female,1961-09-13,United States,screenwriter
James Kemp,male,1971-04-16,United States,screenwriter
Alexis Kent,female,1962-05-17,United States,actor
Darius Horton,male,1969-08-28,United States,costume designer
Brenda James,female,1967-01-19,United States,sound engineer
Jeffrey Vaughn,male,1956-12-21,United States,make-up effects artist
Stacey Campbell,female,1979-10-04,United States,filmmaker
Steven Harris,male,1976-06-19,United States,sound engineer
Jennifer Craig,female,1973-06-11,United States,sound engineer
Jacob Cruz,male,1993-02-18,United States,actor
Jennifer Huber,female,1957-09-25,United States,screenwriter
Ronald Lindsey,male,1982-09-06,United States,make-up effects artist
Suzanne Mcfarland,female,1979-02-05,United States,screenwriter
Arthur Rogers,male,1982-05-12,United States,sound engineer
Janet Young,female,1978-07-09,United States,make-up effects artist
Jonathan Garcia,male,1989-06-08,United States,filmmaker
Stephanie Esparza,female,1980-02-13,United States,make-up effects artist
Matthew Thomas,male,1973-01-05,United States,actor
Sherri Norris,female,1971-03-24,United States,sound engineer
Stephen Combs,male,1983-04-19,United States,visual effects artist
Terry Mccall,female,1970-11-07,United States,costume designer
Travis Walker,male,1981-01-31,United States,make-up effects artist
Holly Walters,female,1958-02-02,United States,sound engineer
Michael Johnson,male,1964-05-29,United States,director
Brittany Smith,female,1986-06-08,United States,director
Michael Ruiz,male,1970-10-05,United States,make-up effects artist
Colleen Whitehead,female,1963-06-24,United States,make-up effects artist
Brian Bailey,male,1978-01-15,United States,actor
Haley Anderson,female,1986-08-01,United States,director
Jeffrey Cunningham,male,1967-07-04,United States,filmmaker
Jessica Wilson,female,1965-04-13,United States,production designer
Michael Williams,male,1966-01-13,United States,sound engineer
Brandy Reynolds,female,1959-11-06,United States,make-up effects artist
James Vasquez,male,1983-11-05,United States,screenwriter
Caitlin Davis,female,1975-12-14,United States,actor
David Jackson,male,1994-11-01,United States,screenwriter
Gina Wiggins,female,1955-12-24,United States,actor
Scott Rivera,male,1974-11-07,United States,filmmaker
Victoria Ramsey,female,1957-10-08,United States,costume designer
Marcus Alvarez,male,1968-07-04,United States,filmmaker
Natasha Campbell,female,1989-12-05,United States,sound engineer
Sean Herrera,male,1978-09-08,United States,visual effects artist
Tina Richard,female,1985-05-22,United States,production designer
Kyle Mcguire,male,1993-05-14,United States,visual effects artist
Stephanie Moore,female,1982-03-15,United States,costume designer
Kenneth Parks,male,1989-06-17,United States,actor
Kathryn Ingram,female,1975-09-20,United States,production designer
Glenn Bell,male,1975-07-06,United States,screenwriter
Danielle Jackson,female,1968-05-25,United States,actor
David Best,male,1991-05-10,United States,filmmaker
Monica Mitchell,female,1956-05-31,United States,filmmaker
Devin Ramirez MD,male,1973-10-30,United States,make-up effects artist
Yolanda Rogers,female,1974-02-23,United States,visual effects artist
Albert Jackson,male,1957-03-22,United States,visual effects artist
Julie Atkinson PhD,female,1978-01-04,United States,actor
Rodney Taylor,male,1985-12-03,United States,visual effects artist
Carmen Gutierrez,female,1969-07-25,United States,visual effects artist
Brandon Nelson,male,1970-01-30,United States,filmmaker
Erika Berg,female,1955-12-09,United States,make-up effects artist
Jesus Johnson,male,1963-08-15,United States,make-up effects artist
Dana Jensen,female,1965-11-17,United States,production designer
Samuel Smith,male,1974-01-25,United States,filmmaker
Mrs. Melanie Santana MD,female,1964-08-08,United States,costume designer
Jeffrey Lester,male,1966-04-16,United States,actor
Mackenzie Jennings,female,1989-01-18,United States,make-up effects artist
Allen Medina,male,1987-07-28,United States,actor
Christina Davis,female,1982-07-15,United States,director
Kevin Alvarez,male,1973-12-18,United States,visual effects artist
Alicia Pitts,female,1958-08-14,United States,production designer
John Payne,male,1982-03-16,United States,costume designer
Cynthia Jensen,female,1992-04-11,United States,visual effects artist
Antonio Arias,male,1962-02-27,United States,costume designer
Andrea Gutierrez,female,1995-11-10,United States,make-up effects artist
Tony Morgan,male,1995-08-28,United States,actor
Tonya Russell,female,1959-03-17,United States,costume designer
Joseph Harris,male,1978-07-22,United States,visual effects artist
Cassidy Santos,female,1966-10-29,United States,director
Daniel Garcia,male,1990-07-06,United States,make-up effects artist
Deborah Henry,female,1991-10-08,United States,sound engineer
Christopher Gardner,male,1974-11-06,United States,director
Carol Ware,female,1990-11-07,United States,costume designer
Joshua Larsen,male,1976-06-27,United States,visual effects artist
April Walters PhD,female,1966-02-08,United States,production designer
Andrew Terry,male,1960-09-28,United States,visual effects artist
Cindy Brown,female,1964-12-08,United States,director
Matthew Cruz,male,1974-04-23,United States,sound engineer
Katie Lucero,female,1959-01-02,United States,costume designer
Bradley Crawford,male,1994-06-20,United States,actor
Teresa Smith,female,1983-11-03,United States,sound engineer
Frank Oneal,male,1971-02-24,United States,costume designer
Mary Diaz,female,1973-05-22,United States,actor
Michael Butler,male,1989-06-23,United States,screenwriter
Jamie Smith,female,1971-06-07,United States,actor
Charles Charles,male,1975-08-05,United States,actor
Christina Williams,female,1977-11-19,United States,make-up effects artist
Peter Trujillo,male,1961-11-13,United States,screenwriter
Beverly Mosley,female,1960-02-10,United States,actor
Brandon Hernandez,male,1989-09-05,United States,director
Deborah Johnson,female,1958-04-16,United States,make-up effects artist
Jerome Gomez,male,1981-10-30,United States,visual effects artist
Madeline Garcia,female,1976-08-17,United States,director
Christopher Taylor,male,1972-02-29,United States,filmmaker
Courtney Campbell,female,1964-01-19,United States,costume designer
Tyler Dyer,male,1983-07-12,United States,visual effects artist
Dr. April Haney DDS,female,1969-04-15,United States,director
Craig Frazier,male,1967-04-20,United States,director
Carol Knox,female,1995-11-10,United States,filmmaker
Curtis Hill,male,1971-07-13,United States,make-up effects artist
Amber Webb,female,1982-12-10,United States,screenwriter
Leonard Joseph,male,1980-02-26,United States,actor
Nicole Adams,female,1967-07-10,United States,visual effects artist
Eric Herring,male,1978-11-02,United States,screenwriter
Angela Rodriguez,female,1994-04-14,United States,costume designer
Harold Brooks,male,1963-03-10,United States,production designer
Stacey Moran,female,1983-10-08,United States,screenwriter
Joseph Holmes,male,1967-11-21,United States,costume designer
Amanda Hammond,female,1978-09-21,United States,director
Scott Robles,male,1988-06-22,United States,actor
Sharon Henry,female,1972-10-27,United States,screenwriter
Chris Smith MD,male,1961-04-12,United States,production designer
Shannon Freeman,female,1968-02-11,United States,filmmaker
Gregory Simmons,male,1986-01-14,United States,sound engineer
Brenda Mcdaniel,female,1991-12-10,United States,production designer
Mark Burns,male,1987-09-02,United States,director
Michelle Torres,female,1990-04-20,United States,actor
Max Rangel,male,1964-06-26,United States,filmmaker
Megan Morrison,female,1968-06-24,United States,production designer
Ryan Gilmore,male,1994-11-01,United States,make-up effects artist
Christina Phillips,female,1978-08-31,United States,make-up effects artist
Nicholas Smith,male,1970-05-15,United States,director
Michelle King,female,1971-06-25,United States,make-up effects artist
John Hawkins,male,1985-07-10,United States,director
Paula Rose,female,1972-12-06,United States,costume designer
William Clark,male,1963-08-26,United States,director
Angela Jackson,female,1959-04-21,United States,visual effects artist
Jason Herrera,male,1994-05-03,United States,filmmaker
Debra Anderson,female,1989-03-09,United States,make-up effects artist
Chris White,male,1960-12-17,United States,sound engineer
Yvette Phillips,female,1981-05-05,United States,screenwriter
Timothy Barker,male,1980-06-30,United States,sound engineer
